A Digital Hardware Implementation for A new Mixed-Order Nonlinear 3-D Chaotic System,Elsafty A.H. ,"Nile University, Nanoelectronics Integrated Systems Center (NISC), Giza,",57202986074,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=57202986074&zone=,"Elsafty, Abdulaziz H.","Elsafty, Abdulaziz H. ; ElSafty, Abdulaziz H. ; Elsafty, Abdulaziz H."
High-Frequency Capacitorless Fractional-Order CPE and FI Emulator, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza, 12588,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Identifying the Parameters of Cole Impedance Model Using Magnitude Only and Complex Impedance Measurements: A Metaheuristic Optimization Approach, Radwan A.G. ,"School of Engineering and Applied Sciences, Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Image encryption algorithms using non-chaotic substitutions and permutations,Radwan A.G. ,"Nano-electronics Integrated Systems Center (NISC), Nile University,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Image encryption based on double-humped and delayed logistic maps for biomedical applications, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Image encryption in the fractional-order domain,Radwan A.G. ,"Nanoelectronics Integrated Systems Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Impact of oustaloup and matsuda approximations on fractional pid controller of pv panel, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Implementation and analysis of tunable fractional-order band-pass filter of order 2α, Radwan A.G. ,"School of Engineering and Applied Sciences, Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Implementation of a Pulsed-Wave Spectral Doppler Module on a Programmable Ultrasound System, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Improved memristor-based relaxation oscillator, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Incremental Grounded Voltage Controlled Memristor Emulator, Radwan A.G. ,"NISC Research Center, Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Introduction,Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Low pass filter design based on fractional power chebyshev polynomial, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Low-voltage and low-power fractional-order parallel tunable resonator, Radwan A.G. ,"School of Engineering and Applied Sciences, Nile University, Giza, 12588,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Low-voltage commercial super-capacitor response to periodic linear-with-time current excitation: A case study, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Mathematical analysis of gene regulation activator model, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Mathematical modeling of Upflow Anaerobic Sludge Blanket reactor in domestic wastewater treatment, Radwan A.G. ,"NlSC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Mathematical techniques of fractional order systems : A volume in advances in nonlinear dynamics and chaos (ANDC), Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Memcapacitor based applications,Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Memcapacitor based charge pump, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Memcapacitor response under step and sinusoidal voltage excitations, Radwan A.G. ,"Nano-electronic Integrated Systems Center (NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
"Memcapacitor: Modeling, analysis, and emulators",Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
"Meminductor: Modeling, analysis, and emulators",Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
"Memristor and inverse memristor: Modeling, implementation and experiments", Radwan A.G. ,"NISC Research Center, Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Memristor based N-bits redundant binary adder, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Memristor mathematical models and emulators,Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
"Memristor: Models, types, and applications",Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Memristor-based balanced ternary adder, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Memristor-based data converter circuits, Radwan A.G. ,"Nano-electronics Integrated Systems Center (NISC), Nile University,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Memristor-based multilevel digital systems,Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Memristor-based pulse width modulator circuit, Radwan A.G. ,"Nano-electronics Integrated Systems Center (NISC), Nile University,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Memristor-based quinary half adder, Radwan A.G. ,"Microelectronics System Design Dept., Nile University,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Memristor-based relaxation oscillator circuits,Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Memristor-based voltage-controlled relaxation oscillators, Radwan A.G. ,"Nanoelectronics Integrated Systems Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Memristor-CNTFET based Ternary Comparator unit, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Memristor-CNTFET based ternary logic gates, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Memristor-less current- and voltage-controlled meminductor emulators, Radwan A.G. ,"Nano-electronic Integrated Systems Center, Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Memristor-MOS hybrid circuit redundant multiplier, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Modeling and analysis of fractional order DC-DC converter,Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Modified methods for solving two classes of distributed order linear fractional differential equations, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Multifunction fractional inverse filter based on otra, Radwan A.G. ,"School of Engineering and Applied Sciences, Nile University, Giza, 12588,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Multi-phase oscillator for higher-order PSK applications, Radwan A.G. ,"Nano-electronic Integrated Systems Center, Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Multiple Pinch-Off Points in Memristive Equations: Analysis and Experiments, Radwan A.G. ,"NISC Research Center, Nile University, Giza, 12588,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Multiplierless chaotic Pseudo random number generators, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
N-digits ternary carry lookahead adder design, Radwan A.G. ,"Nanoelectronics Integrated Systems Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Nonlinear charge-voltage relationship in constant phase element, Radwan A.G. ,"Nanoelectronics Integrated Systems Center(NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Nonlinear fractional order boundary-value problems with multiple solutions, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Novel permutation measures for image encryption algorithms, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Numerical Simulations and FPGA Implementations of Fractional-Order Systems Based on Product Integration Rules, Radwan A.G. ,"School of Engineering and Applied Sciences, Nile University, Giza, 12588,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
On inverse problem of generalized synchronization between different dimensional integer-order and fractional-order chaotic systems, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
On some generalized discrete logistic maps,Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
On the Analysis and Design of Fractional-Order Chebyshev Complex Filter, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
On the analysis of current-controlled fractional-order memristor emulator, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
